"","APP","PI","MC","RU"
"809",0.999875,0.9965,0.986125,0.963125
"994",0.958875,0.520125,0.94125,0.00487499999999991
"2427",0.92325,0.0996249999999995,0.948875,0.00375000000000001
"3128",0.9975,0.99875,0.98325,0.92475
"6198",0.419375,0.0814999999999999,0.0496249999999998,0.000124999999999996
"8702",0.99575,0.841625,0.826,0.115875
"9276",0.9975,0.9915,0.982125,0.790124999999999
"9767",0.0384999999999997,0.00937499999999994,0.10175,0.000125000000000008
"11173",0.836499999999999,0.918499999999999,0.308875,0.0206250000000001
"12199",0.995375,0.92675,0.984875,0.00412499999999997
"12527",0,0.00237500000000006,0.578624999999999,0.000624999999999991
"17737",0.00112499999999999,0.0115000000000001,0.1255,0.00662500000000017
"18938",0.0538750000000001,0.0364999999999999,0.000749999999999999,0.000124999999999998
"21112",0.99975,0.997,0.998875,0.991375
"22902",0.999,0.997,0.994875,0.994375
"23192",0.65175,0.780874999999999,0.970875,0.988
"23325",0.999125,0.978,0.999,0.9985
"23489",0.99925,0.576875,0.98875,0.0689999999999999
"23698",0.987875,0.98325,0.983375,0.441625000000001
"25828",0.999875,0.996125,0.99,0.95025
"26989",0.0138750000000001,0.02925,0.87325,0.000749999999999991
"27008",0.00425000000000005,0.00487499999999993,0.00112499999999996,0.00599999999999997
"27278",0.0315000000000002,0.0368749999999998,0.920125,0.0200000000000001
"28196",1,0.999,0.994125,0.995125
"29425",0.99925,0.937875,0.99475,0.860125
"29751",0.000374999999999988,0.00387500000000001,0.00512500000000001,0
"29809",0.9975,0.994875,0.995125,0.925125
"30289",0.20825,0.0224999999999998,0.535000000000001,0.00025000000000001
"30380",1,0.967,0.994125,0.57525
"30616",0.01075,0.0432499999999997,0.00224999999999994,0.000374999999999994
"32129",0.00325000000000002,0.00324999999999994,0.000875000000000021,0.00487499999999995
"32712",0.977,0.93725,0.985,0.92575
"35362",0.00375000000000001,0.0400000000000001,0.000874999999999931,0.00625000000000001
"36116",0.000624999999999982,0.00662500000000017,0.92625,0.00487499999999989
"36470",0.000624999999999961,0.00287500000000003,0.000124999999999987,0.0106249999999999
"37048",0.134125,0.19675,0.365249999999999,0.0104999999999997
"37300",0.00700000000000004,0.00237500000000005,0.591625,0.0165
"37487",0.0681249999999999,0.287499999999999,0.0219999999999999,0.436375000000001
"37597",0.860875,0.750125000000001,0.968625,0.2975
"37908",0.961375,0.402874999999999,0.988,0.0123750000000001
"38381",0.00100000000000005,0.00487499999999998,0.00550000000000002,0.00237500000000006
"39517",0.00100000000000005,0.004,0.0890000000000002,0.00037499999999999
"39726",0.997375,0.9975,0.992375,0.99875
"39913",0.00275000000000001,0.00337500000000002,0.048875,0.002875
"42281",0.0217499999999998,0.122625,0.234750000000001,0.0211250000000003
"42834",0.386125,0.284875,0.00600000000000001,0.147625
"42948",0.00200000000000001,0.044,0.0102500000000001,0.000625000000000007
"42995",0.0556250000000002,0.0243750000000001,0.467000000000001,0.00787499999999994
"44807",0.00100000000000006,0.00412499999999991,0.000250000000000016,0.00512499999999998
"45643",0.99225,0.955875,0.99625,0.988375
"46782",0.694625,0.3395,0.73525,0.0722499999999997
"47925",0.63025,0.180125,0.965125,0.0277499999999999
"48629",0.0803749999999999,0.443125000000001,0.93725,0.955125
"50639",0.999875,0.98175,0.9855,0.879125
"51245",0.0112499999999998,0.016125,0.925125,0.01675
"51827",0.894000000000001,0.600624999999999,0.996125,0.90175
"52343",0.947625,0.935375,0.98,0.889125
"53407",0.0106249999999999,0.0637500000000003,0.444374999999999,0.0195
"53457",0.00512499999999997,0.00374999999999996,0.0301249999999998,0.000624999999999954
"55512",0.00575000000000006,0.00350000000000004,0.121375,0.00300000000000003
"55621",0.99675,0.9975,0.998375,0.996875
"56187",0.00149999999999999,0.0423750000000001,0.008125,0.00100000000000004
"58030",0.926875,0.374625,0.5775,0.141000000000001
"58846",0.99975,0.964375,0.997625,0.9945
"59036",0.686125,0.57175,0.99525,0.975125
"59076",0.73975,0.829249999999999,0.176375,0.452874999999998
"61353",0.111250000000001,0.084875,0.625375000000001,0.0282500000000001
"62708",0.00949999999999996,0.0384999999999998,0.0175,0.00312500000000007
"65306",0.987,0.10775,0.993,0.0334999999999999
"66116",0.728875,0.632875000000001,0.714875,0.0401250000000001
"67754",0.002,0.00175000000000002,0.87425,0.00425000000000007
"68599",0.993,0.58175,0.91775,0.0597500000000002
"70709",0.0635000000000001,0.00899999999999996,0.351499999999999,0.00224999999999998
"72160",0.00350000000000006,0.09175,0.565875000000001,0.009125
"72657",0.0177500000000001,0.02925,0.712250000000001,0.00200000000000002
"74166",0.936625,0.803625,0.992375,0.892875
"75129",0.0227500000000002,0.0586250000000004,0.00237500000000003,0.0326250000000002
"75968",0.341375,0.032,0.913124999999999,0.00350000000000002
"77015",0.99925,0.93825,0.99375,0.509125
"78128",0.0752499999999999,0.0116249999999999,0.1045,0.000125000000000005
"78675",0.787749999999999,0.316750000000001,0.982625,0.267625
"78814",0.95125,0.975,0.994875,0.79075
"79169",0.00200000000000005,0.004,0.943125,0.265874999999999
"79745",0.99375,0.97675,0.93325,0.0142500000000001
"79971",0.999375,0.9965,0.992625,0.99175
"80682",0.874125,0.125874999999999,0.9895,0.130125
"82033",0.999875,0.952625,0.99275,0.94225
"82222",0.00637499999999989,0.0183749999999999,0.12775,0.095625
"82254",0.9455,0.895375,0.0733749999999999,0.417125000000001
"82367",0.741375,0.144875,0.0497500000000003,0.00200000000000002
"85983",0.00299999999999998,0.00374999999999996,0.229375000000001,0.00600000000000001
"86845",0,0.00300000000000001,0.00837499999999998,0.00087499999999997
"87065",0.0871249999999997,0.2,0.209125,0.1215
"88278",0.772124999999999,0.496624999999999,0.622625000000001,0.128125
"89635",0.00787499999999997,0.16275,0.0113749999999999,0.152750000000001
"91743",0.0821249999999996,0.0598749999999997,0.923,0.00437500000000003
"91809",0.633374999999999,0.91575,0.960875,0.9575
"91914",0.94025,0.9035,0.981625,0.876375
"92128",0.99675,0.893,0.987375,0.0892500000000001
"93363",0.999125,0.965375,0.999,0.989375
"94901",0.818999999999999,0.654249999999999,0.33175,0.0185000000000001
"95379",0.9995,0.96175,0.99875,0.97425
"95449",0.00200000000000007,0.10025,0.014,0.783500000000001
"95616",0.951125,0.608125,0.990625,0.27875
"96699",0.0478750000000001,0.0682499999999997,0.791875000000001,0.9765
"97744",0.992125,0.95825,0.999,0.9985
"98301",0.00287500000000002,0.0432499999999999,0.00299999999999998,0.00149999999999998
"100955",0,0.00712499999999994,0.00550000000000004,0.000374999999999993
"101299",0.759875,0.21425,0.976875,0.0217499999999997
"101745",0.91325,0.320874999999999,0.9895,0.159375
"103291",0.999625,0.842625000000001,0.990375,0.25625
"104795",0.992625,0.994625,0.991,0.96825
"104943",0.998875,0.560375,0.99025,0.00200000000000008
"108857",0.818,0.85625,0.017,0.847500000000002
"109504",0.999625,0.995125,0.999,0.994375
"110589",0.999875,0.96325,0.998125,0.999875
"112994",0.065625,0.0481250000000002,0.803125,0.323125000000001
"113558",1,0.998375,0.994875,0.98475
"113765",0.0607500000000002,0.0643750000000003,0.33825,0.000875000000000014
"113852",0.98325,0.805,0.938625,0.0495000000000001
"114980",0.000500000000000012,0.00237500000000004,0.438250000000001,0.001875
"115386",0.99925,0.90925,0.856125,0.558375
"115451",0.00575000000000005,0.00425000000000001,0.73375,0.0460000000000002
"116280",0,0.00600000000000005,0.0145,0.00187499999999997
"120734",0.7675,0.793000000000001,0.406,0.00887499999999999
"122345",0.0328749999999997,0.0593750000000004,0.021,0.000250000000000014
"123536",0.9995,0.992125,0.997625,0.897625
"124926",0.994,0.10275,0.958625,0.00249999999999996
"125607",0.00250000000000001,0.0262500000000001,0.932375,0.121
"125777",0.00537500000000005,0.0145,0.0179999999999996,0.000250000000000014
"126493",0.0120000000000002,0.0106249999999999,0.73175,0.0467500000000003
"126534",0.9425,0.270500000000001,0.912,0.00412499999999996
"127666",0.992375,0.684250000000001,0.996,0.964125
"129353",0.989875,0.938125,0.977625,0.5565
"130090",0.00562499999999993,0.00550000000000007,0.028375,0.000250000000000014
"131360",0.000124999999999993,0.00175000000000005,0.444750000000001,0.00949999999999997
"132851",1,0.9985,0.97075,0.972
"133060",0.0295000000000001,0.0462499999999999,0.320625,0.00124999999999998
"133796",0.0342499999999999,0.055375,0.139750000000001,0.0210000000000001
"137047",0.00325000000000002,0.00874999999999997,0.45025,0.0232499999999997
"138008",0.999875,0.980125,0.998125,0.985
"138181",0.928125,0.115625,0.726625000000001,0.00350000000000009
"138501",0.524125,0.509,0.236625000000001,0.02425
"138579",0.997,0.998375,0.98175,0.981625
"140783",0.957874999999999,0.94325,0.98325,0.90725
"141540",0.00074999999999999,0.00675000000000001,0.708875,0.01325
"141823",0.00212500000000001,0.0106249999999999,0.22675,0.003
"142401",0.318125,0.12725,0.373124999999999,0.065375
"142994",0.000624999999999979,0.00287500000000002,0,0.016125
"143070",0.907625,0.508625,0.9265,0.016375
"143326",0.155375,0.250875000000001,0.96075,0.42075
"144470",0.999875,0.99525,0.998625,0.938
"145494",0.0494999999999999,0.0175000000000001,0.925875,0.0111250000000001
"147477",0.999875,0.983125,0.987625,0.889375
"148351",0,0.0383749999999999,0.00362500000000001,0.0082499999999999
"149344",0.00762500000000001,0.00624999999999997,0.00725000000000002,0.0293749999999996
"153261",0.992375,0.94675,0.919875,0.658875
"154078",0.652874999999999,0.704875,0.14075,0.603249999999999
"155598",0.00262499999999995,0.1925,0.47625,0.142625
"157460",0.00412499999999992,0.00262499999999996,0.715,0.0031250000000001
"159479",0.725500000000001,0.0774999999999998,0.9765,0.0278750000000001
"160449",0.0642499999999999,0.0666250000000003,0.253375000000001,0.00600000000000005
"160667",0.326125,0.046875,0.231500000000001,0.000625000000000004
"161584",0.994875,0.997625,0.998875,0.99975
"161893",0.000125000000000006,0.0101249999999998,0.000500000000000038,0.00487499999999987
"162075",0.355250000000001,0.479874999999998,0.97,0.82875
"163403",0.00224999999999994,0.002,0.92425,0.003125
"163956",0.78925,0.546124999999998,0.982625,0.37925
"166514",0.000875000000000022,0.00350000000000012,0.0278750000000001,0.000124999999999996
"168942",0.99925,0.990375,0.957125,0.993625
"169928",0.323874999999999,0.253750000000001,0.1375,0.0363750000000002
"170812",0.00299999999999997,0.00312500000000002,0.314,0.000125000000000007
"170908",0.999875,0.96275,0.99125,0.97375
"171801",0.339999999999999,0.47275,0.505374999999999,0.613499999999999
"172365",0.97475,0.797375,0.824125,0.0260000000000002
"174131",0.964875,0.84075,0.367749999999999,0.0377499999999998
"175084",0.825125,0.7535,0.0769999999999998,0.00137500000000004
"175957",0.000500000000000025,0.012,0.0202499999999999,0.00112499999999997
"176072",0.514625000000001,0.950625,0.924,0.99675
"176695",0.9985,0.881874999999999,0.991125,0.475249999999999
"177317",0.00887500000000012,0.01675,0.799875,0.0464999999999994
"180628",0.27475,0.329249999999999,0.0721250000000002,0.0352500000000001
"180799",0.996875,0.995375,0.988625,0.884125
"182239",0.022375,0.0498749999999999,0.00712500000000001,0.000250000000000014
"182470",0.00200000000000001,0.00950000000000003,0.228625,0.00350000000000007
"182668",0.0187500000000001,0.00575000000000003,0.00337499999999996,0.00275000000000014
"183836",0.00812500000000001,0.00437499999999999,0.00762500000000001,0.000124999999999998
"185546",0.0151250000000002,0.00562499999999991,0.0888750000000001,0.00512499999999997
"185934",0.98925,0.985875,0.9605,0.462625
